frame,health,ref_x,ref_y,ref_z,droid_x,droid_y,droid_z,est_x,est_y,est_z,err_2d
5483,1,-96.8245,-207.5,-15.0425,2.474428,-4.287043,0.161178,-96.8245,-207.5,-15.0425,0.0
5484,1,-96.5913,-207.1906,-15.0448,2.458998,-4.271049,0.174025,-96.5913,-207.1906,-15.0448,0.0
5485,1,-96.3589,-206.8826,-15.047,2.458998,-4.271049,0.174025,-96.3589,-206.8826,-15.047,0.0
5486,1,-96.1273,-206.5765,-15.0491,2.458998,-4.271049,0.174025,-96.1273,-206.5765,-15.0491,0.0
5487,1,-95.8965,-206.2723,-15.0512,2.444061,-4.248583,0.163114,-95.8965,-206.2723,-15.0512,0.0
5488,1,-95.6667,-205.97,-15.0533,2.444061,-4.248583,0.163114,-95.6667,-205.97,-15.0533,0.0
5489,1,-95.438,-205.6694,-15.0553,2.444061,-4.248583,0.163114,-95.438,-205.6694,-15.0553,0.0
5490,1,-95.211,-205.3693,-15.0573,2.430249,-4.231922,0.173475,-95.211,-205.3693,-15.0573,0.0
5491,1,-94.9857,-205.0698,-15.0592,2.430249,-4.231922,0.173475,-94.9857,-205.0698,-15.0592,0.0
5492,0,-94.7619,-204.771,-15.0612,2.430249,-4.231922,0.173475,-44.4277,-78.7082,-0.0065,135.7401
5493,0,-94.5388,-204.4729,-15.0632,2.41344,-4.214,0.173012,-44.4595,-78.6726,-0.0212,135.4019
5494,1,-94.3163,-204.1756,-15.0653,2.41344,-4.214,0.173012,-94.3163,-204.1756,-15.0653,0.0
5495,1,-94.0945,-203.8789,-15.0675,2.41344,-4.214,0.173012,-94.0945,-203.8789,-15.0675,0.0
5496,1,-93.8732,-203.585,-15.0697,2.399009,-4.20159,0.192777,-93.8732,-203.585,-15.0697,0.0
5497,1,-93.6526,-203.294,-15.0719,2.399009,-4.20159,0.192777,-93.6526,-203.294,-15.0719,0.0
5498,1,-93.4325,-203.0058,-15.074,2.399009,-4.20159,0.192777,-93.4325,-203.0058,-15.074,0.0
5499,1,-93.2138,-202.7182,-15.0761,2.385668,-4.177113,0.177047,-93.2138,-202.7182,-15.0761,0.0
5500,1,-92.9966,-202.4311,-15.0781,2.385668,-4.177113,0.177047,-92.9966,-202.4311,-15.0781,0.0
5501,1,-92.7809,-202.1446,-15.0802,2.385668,-4.177113,0.177047,-92.7809,-202.1446,-15.0802,0.0
5502,1,-92.5661,-201.8584,-15.0822,2.368937,-4.164561,0.188198,-92.5661,-201.8584,-15.0822,0.0
5503,1,-92.3519,-201.5726,-15.0844,2.368937,-4.164561,0.188198,-92.3519,-201.5726,-15.0844,0.0
5504,1,-92.1383,-201.287,-15.0865,2.368937,-4.164561,0.188198,-92.1383,-201.287,-15.0865,0.0
5505,1,-91.926,-201.0027,-15.0888,2.358352,-4.151639,0.2104,-91.926,-201.0027,-15.0888,0.0
5506,1,-91.7152,-200.7197,-15.0911,2.358352,-4.151639,0.2104,-91.7152,-200.7197,-15.0911,0.0
5507,1,-91.5058,-200.4382,-15.0934,2.358352,-4.151639,0.2104,-91.5058,-200.4382,-15.0934,0.0
5508,0,-91.2962,-200.1582,-15.0957,2.343764,-4.134678,0.212264,-44.6435,-78.579,-0.1198,130.2228
5509,0,-91.0864,-199.8798,-15.0981,2.343764,-4.134678,0.212264,-44.6435,-78.579,-0.1198,129.8877
5510,0,-90.8765,-199.603,-15.1005,2.343764,-4.134678,0.212264,-44.6435,-78.579,-0.1198,129.5542
5511,0,-90.668,-199.3266,-15.103,2.332072,-4.121135,0.228339,-44.6848,-78.5765,-0.1457,129.2092
5512,0,-90.4609,-199.0504,-15.1055,2.332072,-4.121135,0.228339,-44.6848,-78.5765,-0.1457,128.8775
5513,1,-90.2552,-198.7743,-15.1081,2.332072,-4.121135,0.228339,-90.2552,-198.7743,-15.1081,0.0
5514,1,-90.05,-198.5002,-15.1107,2.314715,-4.112082,0.248351,-90.05,-198.5002,-15.1107,0.0
5515,1,-89.8456,-198.2279,-15.1134,2.314715,-4.112082,0.248351,-89.8456,-198.2279,-15.1134,0.0
5516,1,-89.6419,-197.9571,-15.1162,2.314715,-4.112082,0.248351,-89.6419,-197.9571,-15.1162,0.0
5517,1,-89.4397,-197.6866,-15.119,2.302272,-4.088431,0.228165,-89.4397,-197.6866,-15.119,0.0
5518,1,-89.2391,-197.4165,-15.1216,2.302272,-4.088431,0.228165,-89.2391,-197.4165,-15.1216,0.0
5519,1,-89.0399,-197.1467,-15.1243,2.302272,-4.088431,0.228165,-89.0399,-197.1467,-15.1243,0.0
5520,1,-88.8412,-196.8771,-15.1268,2.292558,-4.076454,0.250411,-88.8412,-196.8771,-15.1268,0.0
5521,1,-88.6431,-196.6077,-15.1293,2.292558,-4.076454,0.250411,-88.6431,-196.6077,-15.1293,0.0
5522,1,-88.4456,-196.3384,-15.1318,2.292558,-4.076454,0.250411,-88.4456,-196.3384,-15.1318,0.0
5523,1,-88.2495,-196.0692,-15.1342,2.279672,-4.06203,0.254074,-88.2495,-196.0692,-15.1342,0.0
5524,1,-88.0546,-195.8001,-15.1366,2.279672,-4.06203,0.254074,-88.0546,-195.8001,-15.1366,0.0
5525,1,-87.8608,-195.5308,-15.139,2.279672,-4.06203,0.254074,-87.8608,-195.5308,-15.139,0.0
5526,1,-87.6672,-195.2626,-15.1413,2.258381,-4.044163,0.240913,-87.6672,-195.2626,-15.1413,0.0
5527,1,-87.4737,-194.9956,-15.1436,2.258381,-4.044163,0.240913,-87.4737,-194.9956,-15.1436,0.0
5528,1,-87.2804,-194.7299,-15.1458,2.258381,-4.044163,0.240913,-87.2804,-194.7299,-15.1458,0.0
5529,1,-87.0889,-194.4644,-15.1479,2.249558,-4.031388,0.258718,-87.0889,-194.4644,-15.1479,0.0
5530,1,-86.899,-194.199,-15.15,2.249558,-4.031388,0.258718,-86.899,-194.199,-15.15,0.0
5531,1,-86.7108,-193.9337,-15.152,2.249558,-4.031388,0.258718,-86.7108,-193.9337,-15.152,0.0
5532,1,-86.5226,-193.6682,-15.1539,2.23674,-4.015426,0.25807,-86.5226,-193.6682,-15.1539,0.0
5533,1,-86.3344,-193.4026,-15.1557,2.23674,-4.015426,0.25807,-86.3344,-193.4026,-15.1557,0.0
5534,1,-86.146,-193.1365,-15.1574,2.23674,-4.015426,0.25807,-86.146,-193.1365,-15.1574,0.0
5535,1,-85.9583,-192.8713,-15.1591,2.222621,-4.003426,0.269312,-85.9583,-192.8713,-15.1591,0.0
5536,1,-85.7714,-192.6068,-15.1608,2.222621,-4.003426,0.269312,-85.7714,-192.6068,-15.1608,0.0
5537,1,-85.5853,-192.3431,-15.1625,2.222621,-4.003426,0.269312,-85.5853,-192.3431,-15.1625,0.0
5538,1,-85.4002,-192.0802,-15.1642,2.210078,-3.983433,0.259384,-85.4002,-192.0802,-15.1642,0.0
5539,1,-85.216,-191.8177,-15.1659,2.210078,-3.983433,0.259384,-85.216,-191.8177,-15.1659,0.0
5540,0,-85.0329,-191.5552,-15.1676,2.210078,-3.983433,0.259384,-44.9651,-78.3605,-0.2814,120.0769
5541,0,-84.8499,-191.2926,-15.1694,2.193909,-3.9694,0.259037,-44.9902,-78.329,-0.2978,119.7897
5542,0,-84.667,-191.0299,-15.1711,2.193909,-3.9694,0.259037,-44.9902,-78.329,-0.2978,119.4812
5543,1,-84.484,-190.7673,-15.1729,2.193909,-3.9694,0.259037,-84.484,-190.7673,-15.1729,0.0
5544,1,-84.3024,-190.5048,-15.1746,2.18211,-3.95266,0.259239,-84.3024,-190.5048,-15.1746,0.0
5545,1,-84.1221,-190.2425,-15.1761,2.18211,-3.95266,0.259239,-84.1221,-190.2425,-15.1761,0.0
5546,1,-83.9428,-189.9805,-15.1776,2.18211,-3.95266,0.259239,-83.9428,-189.9805,-15.1776,0.0
5547,1,-83.7638,-189.7176,-15.179,2.166212,-3.939764,0.265034,-83.7638,-189.7176,-15.179,0.0
5548,1,-83.585,-189.4536,-15.1804,2.166212,-3.939764,0.265034,-83.585,-189.4536,-15.1804,0.0
5549,1,-83.4063,-189.1886,-15.1819,2.166212,-3.939764,0.265034,-83.4063,-189.1886,-15.1819,0.0
5550,1,-83.2272,-188.9244,-15.1833,2.156435,-3.925344,0.273596,-83.2272,-188.9244,-15.1833,0.0
5551,1,-83.0476,-188.6608,-15.1848,2.156435,-3.925344,0.273596,-83.0476,-188.6608,-15.1848,0.0
5552,1,-82.8677,-188.3979,-15.1863,2.156435,-3.925344,0.273596,-82.8677,-188.3979,-15.1863,0.0
5553,1,-82.6885,-188.1344,-15.1878,2.142323,-3.903549,0.253818,-82.6885,-188.1344,-15.1878,0.0
5554,1,-82.5097,-187.8704,-15.1893,2.142323,-3.903549,0.253818,-82.5097,-187.8704,-15.1893,0.0
5555,1,-82.3314,-187.6059,-15.1906,2.142323,-3.903549,0.253818,-82.3314,-187.6059,-15.1906,0.0
5556,0,-82.1535,-187.3412,-15.1919,2.12749,-3.901293,0.29463,-45.1507,-78.2433,-0.3951,115.2022
5557,0,-81.9759,-187.0762,-15.1932,2.12749,-3.901293,0.29463,-45.1507,-78.2433,-0.3951,114.8942
5558,0,-81.7986,-186.8109,-15.1945,2.12749,-3.901293,0.29463,-45.1507,-78.2433,-0.3951,114.5862
5559,0,-81.6223,-186.5466,-15.1958,2.112775,-3.882206,0.281393,-45.1708,-78.1913,-0.3927,114.3223
5560,0,-81.4472,-186.283,-15.197,2.112775,-3.882206,0.281393,-45.1708,-78.1913,-0.3927,114.0167
5561,1,-81.2733,-186.02,-15.1982,2.112775,-3.882206,0.281393,-81.2733,-186.02,-15.1982,0.0
5562,1,-81.099,-185.7566,-15.1993,2.107197,-3.865188,0.289218,-81.099,-185.7566,-15.1993,0.0
5563,1,-80.9244,-185.4927,-15.2004,2.107197,-3.865188,0.289218,-80.9244,-185.4927,-15.2004,0.0
5564,1,-80.7496,-185.2286,-15.2015,2.107197,-3.865188,0.289218,-80.7496,-185.2286,-15.2015,0.0
5565,1,-80.5762,-184.9631,-15.2025,2.095895,-3.854062,0.309161,-80.5762,-184.9631,-15.2025,0.0
5566,1,-80.4043,-184.6961,-15.2033,2.095895,-3.854062,0.309161,-80.4043,-184.6961,-15.2033,0.0
5567,1,-80.234,-184.4275,-15.204,2.095895,-3.854062,0.309161,-80.234,-184.4275,-15.204,0.0
5568,1,-80.0635,-184.1593,-15.2046,2.080604,-3.836691,0.299112,-80.0635,-184.1593,-15.2046,0.0
5569,1,-79.893,-183.8914,-15.2052,2.080604,-3.836691,0.299112,-79.893,-183.8914,-15.2052,0.0
5570,1,-79.7224,-183.6237,-15.2057,2.080604,-3.836691,0.299112,-79.7224,-183.6237,-15.2057,0.0
5571,1,-79.5534,-183.355,-15.2061,2.069213,-3.824971,0.313406,-79.5534,-183.355,-15.2061,0.0
5572,1,-79.3861,-183.0855,-15.2065,2.069213,-3.824971,0.313406,-79.3861,-183.0855,-15.2065,0.0
5573,1,-79.2203,-182.8153,-15.2068,2.069213,-3.824971,0.313406,-79.2203,-182.8153,-15.2068,0.0
5574,1,-79.0544,-182.5445,-15.2071,2.054935,-3.808583,0.310921,-79.0544,-182.5445,-15.2071,0.0
5575,1,-78.8885,-182.2731,-15.2073,2.054935,-3.808583,0.310921,-78.8885,-182.2731,-15.2073,0.0
5576,1,-78.7225,-182.0013,-15.2075,2.054935,-3.808583,0.310921,-78.7225,-182.0013,-15.2075,0.0
5577,1,-78.5573,-181.7301,-15.2076,2.04259,-3.788432,0.299515,-78.5573,-181.7301,-15.2076,0.0
5578,1,-78.393,-181.4595,-15.2077,2.04259,-3.788432,0.299515,-78.393,-181.4595,-15.2077,0.0
5579,1,-78.2297,-181.1894,-15.2078,2.04259,-3.788432,0.299515,-78.2297,-181.1894,-15.2078,0.0
5580,1,-78.0665,-180.9186,-15.2078,2.037138,-3.770347,0.303018,-78.0665,-180.9186,-15.2078,0.0
5581,1,-77.9036,-180.6474,-15.2078,2.037138,-3.770347,0.303018,-77.9036,-180.6474,-15.2078,0.0
5582,1,-77.7406,-180.3758,-15.2078,2.037138,-3.770347,0.303018,-77.7406,-180.3758,-15.2078,0.0
5583,1,-77.5785,-180.1049,-15.2077,2.027564,-3.754203,0.307762,-77.5785,-180.1049,-15.2077,0.0
5584,1,-77.4174,-179.8347,-15.2076,2.027564,-3.754203,0.307762,-77.4174,-179.8347,-15.2076,0.0
5585,1,-77.2572,-179.5651,-15.2073,2.027564,-3.754203,0.307762,-77.2572,-179.5651,-15.2073,0.0
5586,1,-77.098,-179.2951,-15.2071,2.01204,-3.735215,0.295112,-77.098,-179.2951,-15.2071,0.0
5587,1,-76.9399,-179.0247,-15.2067,2.01204,-3.735215,0.295112,-76.9399,-179.0247,-15.2067,0.0
5588,0,-76.7829,-178.7542,-15.2063,2.01204,-3.735215,0.295112,-45.4472,-77.969,-0.47,105.5443
5589,0,-76.6271,-178.4835,-15.2058,1.998103,-3.718271,0.290898,-45.4731,-77.9323,-0.4769,105.2669
5590,0,-76.4724,-178.2123,-15.2053,1.998103,-3.718271,0.290898,-45.4731,-77.9323,-0.4769,104.962
5591,0,-76.3188,-177.9403,-15.2048,1.998103,-3.718271,0.290898,-45.4731,-77.9323,-0.4769,104.6569
5592,0,-76.1664,-177.6685,-15.2041,1.985645,-3.707217,0.306143,-45.5093,-77.9298,-0.5049,104.344
5593,0,-76.0153,-177.3968,-15.2035,1.985645,-3.707217,0.306143,-45.5093,-77.9298,-0.5049,104.0399
5594,0,-75.8652,-177.1251,-15.2028,1.985645,-3.707217,0.306143,-45.5093,-77.9298,-0.5049,103.7362
5595,0,-75.7147,-176.8525,-15.202,1.975363,-3.691172,0.30766,-45.5395,-77.9064,-0.5122,103.445
5596,1,-75.5637,-176.5791,-15.201,1.975363,-3.691172,0.30766,-75.5637,-176.5791,-15.201,0.0
5597,1,-75.4121,-176.305,-15.2,1.975363,-3.691172,0.30766,-75.4121,-176.305,-15.2,0.0
5598,1,-75.2616,-176.0315,-15.1988,1.963103,-3.673337,0.304623,-75.2616,-176.0315,-15.1988,0.0
5599,1,-75.112,-175.7586,-15.1976,1.963103,-3.673337,0.304623,-75.112,-175.7586,-15.1976,0.0
5600,1,-74.9632,-175.4861,-15.1962,1.963103,-3.673337,0.304623,-74.9632,-175.4861,-15.1962,0.0
5601,1,-74.8154,-175.2129,-15.1948,1.949803,-3.660044,0.309021,-74.8154,-175.2129,-15.1948,0.0
5602,1,-74.6688,-174.9387,-15.1932,1.949803,-3.660044,0.309021,-74.6688,-174.9387,-15.1932,0.0
5603,1,-74.5236,-174.6634,-15.1915,1.949803,-3.660044,0.309021,-74.5236,-174.6634,-15.1915,0.0
5604,0,-74.3791,-174.3879,-15.1897,1.940967,-3.642387,0.312831,-45.6319,-77.8323,-0.5401,100.7442
5605,0,-74.2354,-174.1122,-15.1878,1.940967,-3.642387,0.312831,-45.6319,-77.8323,-0.5401,100.4389
5606,0,-74.0925,-173.8363,-15.1858,1.940967,-3.642387,0.312831,-45.6319,-77.8323,-0.5401,100.1337
5607,1,-73.9511,-173.5602,-15.1837,1.929719,-3.625963,0.314871,-73.9511,-173.5602,-15.1837,0.0
5608,1,-73.8111,-173.284,-15.1814,1.929719,-3.625963,0.314871,-73.8111,-173.284,-15.1814,0.0
5609,1,-73.6724,-173.0076,-15.1791,1.929719,-3.625963,0.314871,-73.6724,-173.0076,-15.1791,0.0
5610,1,-73.534,-172.7299,-15.1767,1.91573,-3.609808,0.310878,-73.534,-172.7299,-15.1767,0.0
5611,1,-73.396,-172.4507,-15.1742,1.91573,-3.609808,0.310878,-73.396,-172.4507,-15.1742,0.0
5612,1,-73.2582,-172.1699,-15.1716,1.91573,-3.609808,0.310878,-73.2582,-172.1699,-15.1716,0.0
5613,1,-73.1216,-171.8885,-15.1689,1.906938,-3.595838,0.322387,-73.1216,-171.8885,-15.1689,0.0
5614,1,-72.9864,-171.6065,-15.1661,1.906938,-3.595838,0.322387,-72.9864,-171.6065,-15.1661,0.0
5615,1,-72.8525,-171.324,-15.1632,1.906938,-3.595838,0.322387,-72.8525,-171.324,-15.1632,0.0
5616,1,-72.7192,-171.041,-15.1603,1.896911,-3.578882,0.323471,-72.7192,-171.041,-15.1603,0.0
5617,1,-72.5865,-170.7576,-15.1574,1.896911,-3.578882,0.323471,-72.5865,-170.7576,-15.1574,0.0
5618,1,-72.4542,-170.4739,-15.1545,1.896911,-3.578882,0.323471,-72.4542,-170.4739,-15.1545,0.0
5619,1,-72.3232,-170.1888,-15.1514,1.888387,-3.56348,0.331228,-72.3232,-170.1888,-15.1514,0.0
5620,1,-72.1935,-169.9022,-15.1483,1.888387,-3.56348,0.331228,-72.1935,-169.9022,-15.1483,0.0
5621,1,-72.0652,-169.6139,-15.1451,1.888387,-3.56348,0.331228,-72.0652,-169.6139,-15.1451,0.0
5622,1,-71.9374,-169.3249,-15.1419,1.878758,-3.542553,0.322193,-71.9374,-169.3249,-15.1419,0.0
5623,1,-71.8099,-169.0355,-15.1388,1.878758,-3.542553,0.322193,-71.8099,-169.0355,-15.1388,0.0
5624,1,-71.6828,-168.7457,-15.1357,1.878758,-3.542553,0.322193,-71.6828,-168.7457,-15.1357,0.0
5625,1,-71.5566,-168.4556,-15.1327,1.865746,-3.524698,0.31708,-71.5566,-168.4556,-15.1327,0.0
5626,1,-71.4314,-168.1653,-15.1297,1.865746,-3.524698,0.31708,-71.4314,-168.1653,-15.1297,0.0
5627,1,-71.3073,-167.875,-15.1268,1.865746,-3.524698,0.31708,-71.3073,-167.875,-15.1268,0.0
5628,1,-71.1841,-167.5846,-15.124,1.859332,-3.505149,0.317318,-71.1841,-167.5846,-15.124,0.0
5629,1,-71.0619,-167.2938,-15.1213,1.859332,-3.505149,0.317318,-71.0619,-167.2938,-15.1213,0.0
5630,1,-70.9407,-167.0023,-15.1186,1.859332,-3.505149,0.317318,-70.9407,-167.0023,-15.1186,0.0
5631,0,-70.8204,-166.7102,-15.116,1.848615,-3.487643,0.314833,-45.9088,-77.5973,-0.5866,92.5294
5632,0,-70.701,-166.4175,-15.1135,1.848615,-3.487643,0.314833,-45.9088,-77.5973,-0.5866,92.2154
5633,1,-70.5825,-166.1244,-15.111,1.848615,-3.487643,0.314833,-70.5825,-166.1244,-15.111,0.0
5634,1,-70.4647,-165.8299,-15.1085,1.839215,-3.466804,0.309478,-70.4647,-165.8299,-15.1085,0.0
5635,1,-70.3477,-165.5341,-15.1062,1.839215,-3.466804,0.309478,-70.3477,-165.5341,-15.1062,0.0
5636,1,-70.2314,-165.2368,-15.104,1.839215,-3.466804,0.309478,-70.2314,-165.2368,-15.104,0.0
5637,1,-70.115,-164.9403,-15.1019,1.829533,-3.450022,0.312496,-70.115,-164.9403,-15.1019,0.0
5638,1,-69.9985,-164.6445,-15.0998,1.829533,-3.450022,0.312496,-69.9985,-164.6445,-15.0998,0.0
5639,1,-69.8821,-164.3495,-15.0979,1.829533,-3.450022,0.312496,-69.8821,-164.3495,-15.0979,0.0
5640,1,-69.7665,-164.053,-15.0961,1.820754,-3.431605,0.312413,-69.7665,-164.053,-15.0961,0.0
5641,1,-69.6516,-163.7551,-15.0943,1.820754,-3.431605,0.312413,-69.6516,-163.7551,-15.0943,0.0
5642,1,-69.5373,-163.4559,-15.0927,1.820754,-3.431605,0.312413,-69.5373,-163.4559,-15.0927,0.0
5643,1,-69.4235,-163.1563,-15.0911,1.810368,-3.416074,0.318288,-69.4235,-163.1563,-15.0911,0.0
5644,1,-69.3101,-162.8562,-15.0895,1.810368,-3.416074,0.318288,-69.3101,-162.8562,-15.0895,0.0
5645,1,-69.1969,-162.5553,-15.088,1.810368,-3.416074,0.318288,-69.1969,-162.5553,-15.088,0.0
5646,1,-69.0846,-162.2548,-15.0866,1.798365,-3.398221,0.314927,-69.0846,-162.2548,-15.0866,0.0
5647,1,-68.9734,-161.9546,-15.0853,1.798365,-3.398221,0.314927,-68.9734,-161.9546,-15.0853,0.0
5648,1,-68.8631,-161.655,-15.084,1.798365,-3.398221,0.314927,-68.8631,-161.655,-15.084,0.0
5649,1,-68.753,-161.3537,-15.0828,1.793623,-3.380186,0.321901,-68.753,-161.3537,-15.0828,0.0
5650,1,-68.6429,-161.0509,-15.0815,1.793623,-3.380186,0.321901,-68.6429,-161.0509,-15.0815,0.0
5651,1,-68.5326,-160.7467,-15.0804,1.793623,-3.380186,0.321901,-68.5326,-160.7467,-15.0804,0.0
5652,1,-68.4222,-160.4422,-15.0792,1.781943,-3.360248,0.314069,-68.4222,-160.4422,-15.0792,0.0
5653,1,-68.3117,-160.1373,-15.078,1.781943,-3.360248,0.314069,-68.3117,-160.1373,-15.078,0.0
5654,1,-68.2013,-159.8318,-15.0769,1.781943,-3.360248,0.314069,-68.2013,-159.8318,-15.0769,0.0
5655,1,-68.092,-159.5258,-15.0758,1.773419,-3.343489,0.321223,-68.092,-159.5258,-15.0758,0.0
5656,1,-67.9836,-159.219,-15.0748,1.773419,-3.343489,0.321223,-67.9836,-159.219,-15.0748,0.0
5657,1,-67.8763,-158.9115,-15.0738,1.773419,-3.343489,0.321223,-67.8763,-158.9115,-15.0738,0.0
5658,0,-67.7682,-158.6031,-15.0728,1.763217,-3.324666,0.318959,-46.2016,-77.367,-0.6184,84.0501
5659,0,-67.6594,-158.2939,-15.0718,1.763217,-3.324666,0.318959,-46.2016,-77.367,-0.6184,83.7233
5660,0,-67.5499,-157.9837,-15.0707,1.763217,-3.324666,0.318959,-46.2016,-77.367,-0.6184,83.3955
5661,0,-67.4412,-157.6726,-15.0697,1.755193,-3.307841,0.325669,-46.2384,-77.3531,-0.6267,83.0709
5662,1,-67.3332,-157.3605,-15.0686,1.755193,-3.307841,0.325669,-67.3332,-157.3605,-15.0686,0.0
5663,1,-67.226,-157.0474,-15.0675,1.755193,-3.307841,0.325669,-67.226,-157.0474,-15.0675,0.0
5664,1,-67.1194,-156.7332,-15.0664,1.747194,-3.284116,0.314932,-67.1194,-156.7332,-15.0664,0.0
5665,1,-67.0134,-156.4181,-15.0653,1.747194,-3.284116,0.314932,-67.0134,-156.4181,-15.0653,0.0
5666,1,-66.908,-156.1018,-15.0641,1.747194,-3.284116,0.314932,-66.908,-156.1018,-15.0641,0.0
5667,1,-66.8023,-155.7846,-15.0628,1.735816,-3.267164,0.317917,-66.8023,-155.7846,-15.0628,0.0
5668,1,-66.6964,-155.4664,-15.0614,1.735816,-3.267164,0.317917,-66.6964,-155.4664,-15.0614,0.0
5669,1,-66.5905,-155.1472,-15.06,1.735816,-3.267164,0.317917,-66.5905,-155.1472,-15.06,0.0
5670,1,-66.4853,-154.8271,-15.0585,1.729557,-3.248778,0.322899,-66.4853,-154.8271,-15.0585,0.0
5671,1,-66.3808,-154.5061,-15.057,1.729557,-3.248778,0.322899,-66.3808,-154.5061,-15.057,0.0
5672,1,-66.277,-154.1843,-15.0555,1.729557,-3.248778,0.322899,-66.277,-154.1843,-15.0555,0.0
5673,1,-66.1729,-153.8618,-15.0541,1.718496,-3.230572,0.325071,-66.1729,-153.8618,-15.0541,0.0
5674,1,-66.0686,-153.5385,-15.0527,1.718496,-3.230572,0.325071,-66.0686,-153.5385,-15.0527,0.0
5675,1,-65.9644,-153.2146,-15.0513,1.718496,-3.230572,0.325071,-65.9644,-153.2146,-15.0513,0.0
5676,1,-65.8608,-152.8912,-15.0499,1.710002,-3.208637,0.317156,-65.8608,-152.8912,-15.0499,0.0
5677,1,-65.7579,-152.5682,-15.0485,1.710002,-3.208637,0.317156,-65.7579,-152.5682,-15.0485,0.0
5678,1,-65.6556,-152.2454,-15.0472,1.710002,-3.208637,0.317156,-65.6556,-152.2454,-15.0472,0.0
5679,1,-65.553,-151.9206,-15.0458,1.699326,-3.18869,0.315656,-65.553,-151.9206,-15.0458,0.0
5680,1,-65.4502,-151.5937,-15.0443,1.699326,-3.18869,0.315656,-65.4502,-151.5937,-15.0443,0.0
5681,1,-65.3472,-151.2647,-15.0428,1.699326,-3.18869,0.315656,-65.3472,-151.2647,-15.0428,0.0
5682,1,-65.2449,-150.9346,-15.0414,1.689265,-3.164082,0.302782,-65.2449,-150.9346,-15.0414,0.0
5683,1,-65.143,-150.6037,-15.04,1.689265,-3.164082,0.302782,-65.143,-150.6037,-15.04,0.0
5684,1,-65.0416,-150.2721,-15.0386,1.689265,-3.164082,0.302782,-65.0416,-150.2721,-15.0386,0.0
5685,1,-64.9397,-149.9408,-15.0372,1.681481,-3.144496,0.305157,-64.9397,-149.9408,-15.0372,0.0
5686,1,-64.8374,-149.61,-15.0359,1.681481,-3.144496,0.305157,-64.8374,-149.61,-15.0359,0.0
5687,0,-64.7347,-149.2795,-15.0346,1.681481,-3.144496,0.305157,-46.5048,-77.1019,-0.6145,74.4442
5688,0,-64.6333,-148.9473,-15.0333,1.669241,-3.122175,0.296491,-46.5352,-77.0567,-0.6104,74.1336
5689,0,-64.5332,-148.6132,-15.0321,1.669241,-3.122175,0.296491,-46.5352,-77.0567,-0.6104,73.7852
5690,0,-64.4345,-148.2773,-15.031,1.669241,-3.122175,0.296491,-46.5352,-77.0567,-0.6104,73.4354
5691,0,-64.3356,-147.9418,-15.0299,1.661098,-3.1019,0.295914,-46.5703,-77.0295,-0.6093,73.1037
5692,1,-64.2365,-147.6066,-15.0288,1.661098,-3.1019,0.295914,-64.2365,-147.6066,-15.0288,0.0
5693,1,-64.1372,-147.2719,-15.0278,1.661098,-3.1019,0.295914,-64.1372,-147.2719,-15.0278,0.0
5694,1,-64.0378,-146.9365,-15.0269,1.650047,-3.078707,0.288771,-64.0378,-146.9365,-15.0269,0.0
5695,1,-63.9383,-146.6002,-15.026,1.650047,-3.078707,0.288771,-63.9383,-146.6002,-15.026,0.0
5696,1,-63.8387,-146.2629,-15.0251,1.650047,-3.078707,0.288771,-63.8387,-146.2629,-15.0251,0.0
5697,1,-63.739,-145.9234,-15.0242,1.644175,-3.060216,0.295337,-63.739,-145.9234,-15.0242,0.0
5698,1,-63.6392,-145.5818,-15.0233,1.644175,-3.060216,0.295337,-63.6392,-145.5818,-15.0233,0.0
5699,1,-63.5394,-145.2383,-15.0225,1.644175,-3.060216,0.295337,-63.5394,-145.2383,-15.0225,0.0
5700,1,-63.4402,-144.895,-15.0216,1.631221,-3.037204,0.284271,-63.4402,-144.895,-15.0216,0.0
5701,1,-63.3415,-144.552,-15.0208,1.631221,-3.037204,0.284271,-63.3415,-144.552,-15.0208,0.0
5702,1,-63.2431,-144.2096,-15.0201,1.631221,-3.037204,0.284271,-63.2431,-144.2096,-15.0201,0.0
5703,1,-63.1451,-143.8665,-15.0195,1.624769,-3.016396,0.286142,-63.1451,-143.8665,-15.0195,0.0
5704,1,-63.0474,-143.5227,-15.0189,1.624769,-3.016396,0.286142,-63.0474,-143.5227,-15.0189,0.0
5705,1,-62.9504,-143.1781,-15.0183,1.624769,-3.016396,0.286142,-62.9504,-143.1781,-15.0183,0.0
5706,1,-62.8533,-142.8328,-15.0178,1.616228,-2.991964,0.278204,-62.8533,-142.8328,-15.0178,0.0
5707,1,-62.7559,-142.4865,-15.0174,1.616228,-2.991964,0.278204,-62.7559,-142.4865,-15.0174,0.0
5708,0,-62.6584,-142.1394,-15.0169,1.616228,-2.991964,0.278204,-46.7451,-76.8607,-0.5894,67.1903
5709,0,-62.5624,-141.7912,-15.0164,1.605428,-2.971446,0.275481,-46.7786,-76.8271,-0.5902,66.8541
5710,0,-62.4677,-141.4421,-15.016,1.605428,-2.971446,0.275481,-46.7786,-76.8271,-0.5902,66.4925
5711,0,-62.3745,-141.0919,-15.0155,1.605428,-2.971446,0.275481,-46.7786,-76.8271,-0.5902,66.1302
5712,0,-62.281,-140.7408,-15.0151,1.598003,-2.948311,0.272669,-46.8162,-76.7953,-0.5836,65.789
